Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_II.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250307\250308_-N+C_ML_I.raw	I:\Fadime\250307\250308_-N+C_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_III.raw	I:\Fadime\250307\250308_-N+C_ML_II.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_3.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_I.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_II.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_III.raw
SPO1870	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)				1.56263e+07	1.71988e+07	1.99574e+07	2.05467e+07	1.61946e+07	1.5839e+07	1.92387e+07	1.86032e+07	1.38228e+07	1.92205e+07	1.13846e+07	1.63613e+07	1.02573e+06	1.90839e+06	3.69474e+06
SPO1871	Mechanosensitive ion channel family protein				2.58254e+06	2.96007e+06	3.78385e+06	3.89011e+06		2.6489e+06	4.12051e+06	4.66191e+06		4.08857e+06	1.46299e+07	2.63269e+06		139333	1.48139e+06
SPO1872	"Transcriptional regulator, LysR family"				3.24026e+06	4.39896e+06	4.11923e+06	3.89998e+06		4.23815e+06	2.07598e+06	2.07971e+06		2.20048e+06		4.24315e+06			
SPO1873	Pyruvate ferredoxin/flavodoxin oxidoreductase family protein				2.04451e+06	1.81838e+06	2.2012e+06	2.22944e+06	4.06638e+06	1.79399e+06	1.57456e+07	1.55695e+07	5.40064e+06	1.54804e+07	5.13874e+06	1.89319e+06		1.91743e+06	
SPO1874	Acyltransferase domain protein				738205	1.43372e+06	844687	786872		1.32341e+06	1.28806e+06	1.28798e+06		1.21724e+06		1.48837e+06			
SPO1875	Glutamate racemase (EC 5.1.1.3)				4.86885e+06	4.89782e+06	4.6828e+06	4.48185e+06	4.75186e+06	4.64459e+06	4.30092e+06	4.25278e+06	8.11189e+06	4.42138e+06	2.06846e+06	4.67036e+06		49170.4	1.06225e+06
SPO1876	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)				4.59364e+06	4.59568e+06	5.00967e+06	4.90642e+06	2.60495e+06	4.56432e+06	3.94618e+06	4.14626e+06	3.11721e+06	3.90761e+06	2.9857e+06	4.32913e+06		240669	124116
SPO1877	Cytochrome c-type biogenesis protein CcmE 1 (Cytochrome c maturation protein E 1) (Heme chaperone CcmE 1)				6.82505e+06	5.38511e+06	6.78419e+06	7.0453e+06		5.11337e+06	5.24823e+06	5.2914e+06		5.26963e+06		5.5233e+06			150702
SPO1878	Uncharacterized protein				161797			184145											
SPO1880	Cytochrome c-type biogenesis protein CcmF				1.95584e+06	3.44749e+06	2.30058e+06	2.22121e+06		3.19219e+06	3.1914e+06	3.2006e+06		3.01335e+06		2.92665e+06	379525		18604.1
SPO1881	Cytochrome c-type biogenesis protein				1.41579e+06	2.82822e+06	1.48847e+06	1.40574e+06		2.75014e+06	2.0185e+06	2.0392e+06		1.97344e+06		2.63351e+06			
SPO1882	Enoyl-CoA hydratase/isomerase family protein				2.25232e+07	1.26646e+07	1.55685e+07	1.65162e+07	1.69001e+07	1.30095e+07	1.57282e+07	1.55151e+07	1.01822e+07	1.56041e+07	1.46332e+07	1.26649e+07	257727	311600	336576
SPO1883	Uncharacterized protein				543098	510317	550463	575247		459360	444589	473740	751527	510029		445290			
SPO1884	Homocysteine S-methyltransferase family protein				3.84806e+07	1.4377e+07	3.07189e+07	3.15626e+07	1.82927e+07	1.55306e+07	1.16163e+07	1.13402e+07	1.28473e+07	1.08213e+07	1.08719e+07	1.51128e+07	212894	241704	356758
SPO1886	Aldolase				2.34775e+06	6.11718e+06	5.07584e+06	6.08004e+06	8.35322e+06	5.41849e+06	3.41198e+06	3.19221e+06	5.49574e+06	3.25641e+06	1.49611e+07	5.42321e+06	249490	276263	789535
SPO1887	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)				6.74291e+06	8.33753e+06	7.2885e+06	7.86298e+06	5.15801e+06	8.50914e+06	9.315e+06	9.33017e+06	6.01753e+06	9.37745e+06	4.36832e+06	8.53433e+06			2.51016e+06
SPO1888	Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)				2.57044e+07	1.99568e+07	1.42867e+07	1.597e+07	2.96209e+07	2.26796e+07	1.81908e+07	1.86224e+07	3.08223e+07	1.79085e+07	2.84141e+07	1.97526e+07	173200	198216	395510
SPO1889	"Alcohol dehydrogenase, zinc-containing (EC 1.1.1.1)"				2.43788e+06	2.94502e+06	2.21667e+06	2.35049e+06		3.01259e+06	2.6762e+06	2.60468e+06		2.62562e+06		3.10227e+06		198284	
SPO1890	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)				7.28944e+06	7.07887e+06	7.2394e+06	7.21267e+06	5.87822e+06	7.31203e+06	7.65351e+06	7.33113e+06	8.2326e+06	7.36666e+06	5.49853e+06	7.25816e+06			1.2049e+06
SPO1891	histidine kinase (EC 2.7.13.3)				2.68867e+06	3.69794e+06	2.90041e+06	2.79661e+06		3.73915e+06	3.36019e+06	3.30479e+06		3.30469e+06		3.82448e+06		1.51465e+07	
SPO1892	C4-dicarboxylate transport transcriptional regulatory protein DctD				2.98156e+07	4.30029e+07	3.27832e+07	3.26487e+07	1.83392e+07	4.31136e+07	4.46086e+07	4.27448e+07	1.69078e+07	4.38888e+07	1.44028e+07	4.29837e+07	374359	421675	752650
SPO1893	Ribonuclease E (RNase E) (EC 3.1.26.12)				1.17316e+07	1.51986e+07	1.15598e+07	1.12494e+07	6.99426e+06	1.51716e+07	1.63309e+07	1.64653e+07	4.9451e+06	1.6354e+07	5.45866e+06	1.54369e+07	3.01843e+06	3.87827e+06	4.34975e+06
SPO1895	SirA family protein				2.32469e+06	2.23899e+06	1.00561e+06	464010		2.51965e+06	1.16607e+06	1.30721e+06		1.37842e+06		2.14433e+06			
SPO1896	Cytochrome c-type biogenesis protein CcdA				679697	2.21086e+06	1.17248e+06	1.25022e+06		2.13025e+06	1.43345e+06	1.41888e+06		1.48864e+06		2.01075e+06			
SPO1897	Uncharacterized protein				1.97807e+06	1.35192e+06	1.69595e+06	1.8076e+06		1.32731e+06	1.4043e+06	1.41801e+06		1.36117e+06		1.31903e+06			
SPO1898	Cytochrome P450 family protein				887042	766748	866151	826726		718597	705480	739602		745132		734537		109894	
SPO1899	fructose-bisphosphate aldolase (EC 4.1.2.13) (Fructose-bisphosphate aldolase class I)				1.63546e+07	1.74174e+07	2.12398e+07	2.04215e+07	2.11468e+07	1.82641e+07	2.02194e+07	2.02222e+07	2.63112e+07	2.02425e+07	2.49186e+07	1.95642e+07	1.14342e+07	1.05989e+07	1.24598e+07
SPO1900	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)				5.37215e+06	5.27604e+06	5.39002e+06	5.36139e+06	5.56912e+06	5.30864e+06	5.95517e+06	5.88152e+06	7.13767e+06	5.99156e+06	6.89816e+06	5.48204e+06		191975	192056
SPO1901	YCII-related domain-containing protein				1.1969e+06	1.10671e+06	1.33876e+06	1.2936e+06		1.16219e+06	1.64418e+06	1.50339e+06		1.57505e+06	685501	1.11562e+06	334157	443934	197073
SPO1902	"Transcription regulator, TetR family"				1.16943e+06	1.42759e+06	1.65599e+06	1.62548e+06		1.36968e+06	1.45715e+06	1.34655e+06		1.43544e+06		1.53925e+06		476536	
SPO1903	Ribbon-helix-helix domain-containing protein				334529	365292	433712	332112		336487	222922	201536		213861		340006			
SPO1904	Amidase					21028				28051.9	15363.4	13133.1				21912.6			
SPO1905	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)				2.98628e+06	2.037e+06	3.33154e+06	3.37503e+06		2.07071e+06	1.97388e+06	1.96419e+06		2.10642e+06		2.20596e+06			
SPO1906	Lipoprotein				2.38707e+06	2.82162e+06	3.7845e+06	3.71139e+06	1.07695e+07	2.84796e+06	2.21603e+06	2.25073e+06	4.27509e+06	2.15675e+06	4.40755e+06	2.85637e+06		152130	
SPO1907	Stringent starvation protein B				1.70873e+06	2.59841e+06	2.62634e+06	2.50044e+06	2.49539e+06	2.43648e+06	2.26868e+06	2.68896e+06	2.23422e+06	2.33614e+06	1.04818e+06	2.49045e+06		127079	
SPO1908	Chromate transporter				133856	121851	177304	197167		86250.4	167185	160080		136731		96388.5			
SPO1909	SnoaL-like domain-containing protein				2.07795e+06	57347.4	3.4451e+06	3.50562e+06		52501.6	198024			76683.3		59286			
SPO1911	N-(5'-phosphoribosyl)anthranilate isomerase				28528.8		32421.4	22125.8		2076.52									
SPO1912	"Transcriptional regulator, GntR family"				389639	538175	420361	400418	1.39534e+07	466192	533280	515006		554153		523360			
SPO1913	Dimethylsulfonioproprionate demethylase DmdA (EC 2.1.1.269)				1.57101e+06	1.46498e+06	1.78938e+06	1.81318e+06		1.43724e+06	1.78015e+06	1.77463e+06		1.84118e+06		1.44066e+06			486164
SPO1914	Acrylyl-CoA reductase AcuI (EC 1.3.1.84) (Acryloyl-coenzyme A reductase)				5.66327e+06	5.63564e+06	7.2034e+06	7.25154e+06	1.09194e+07	5.71476e+06	7.20854e+06	7.17951e+06	7.77529e+06	6.83016e+06	6.95704e+06	6.15259e+06			
SPO1915	Glyoxalase family protein				252627	405225	283742	316817		382537	628461	571830		634515		371776			
SPO1916	"Aminotransferase, class V"				1.40679e+07	1.31493e+07	1.4212e+07	1.3667e+07	1.27652e+07	1.34015e+07	1.41803e+07	1.43538e+07	1.39125e+07	1.40343e+07	1.36856e+07	1.32394e+07	2.19815e+07	1.59223e+07	3.39812e+07
SPO1917	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)				415038	389264	400843	409064		360652	298319	279538		292669	2.16028e+06	316424			
SPO1918	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)				1.4643e+06	1.61316e+06	1.46975e+06	1.47387e+06		1.57922e+06	1.30523e+06	1.34368e+06	1.89999e+06	1.31461e+06		1.52711e+06			769225
SPO1920	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase)				2.87276e+06	7.99179e+06	3.27268e+06	3.34303e+06		7.3436e+06	5.1537e+06	5.33527e+06		5.00383e+06		7.65605e+06	504435	650794	1.14343e+06
SPO1921	Pyridoxal-phosphate dependent enzyme				1.64547e+07	1.31439e+07	1.52282e+07	1.54477e+07	1.15849e+07	1.38404e+07	1.34136e+07	1.34289e+07	1.36142e+07	1.36708e+07	1.4917e+07	1.41598e+07	229951	264361	219606
SPO1922	Mechanosensitive ion channel family protein				1.5692e+06	1.73927e+06	1.83492e+06	1.97547e+06		1.62882e+06	1.71995e+06	1.84425e+06		1.71666e+06		1.44608e+06			
SPO1923	Alanyl-transfer RNA synthetases family profile domain-containing protein				3.96684e+06	3.74724e+06	4.02015e+06	4.27176e+06	1.84103e+06	3.80949e+06	3.64813e+06	3.55483e+06	4.19843e+06	3.58847e+06	3.68579e+06	3.80954e+06			
SPO1925	DUF5655 domain-containing protein				5.28336e+06	4.21755e+06	5.32561e+06	5.02872e+06		3.80636e+06	3.86481e+06	3.64976e+06		3.59186e+06		3.86307e+06		2.44997e+07	
SPO1926	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)				2.34503e+06	2.5644e+06	2.78986e+06	2.84619e+06		2.42711e+06	2.52111e+06	2.44285e+06		2.40402e+06		2.45115e+06			479997
SPO1927	"Site-specific recombinase, phage integrase family"				261614	161306	282585	263755		165312	184954	169770		170322		167808			
SPO1928	Tat (Twin-arginine translocation) pathway signal sequence domain protein				459993	877277	425889	442465		890264	581990	541436		588022		894257		247048	1.28802e+06
SPO1929	"Peptidoglycan binding protein, putative"				3.07756e+06	4.33002e+06	2.8138e+06	2.75328e+06		4.42607e+06	2.11711e+06	2.16009e+06	1.67358e+06	2.1879e+06		4.61793e+06	1.73993e+06	180412	
SPO1930	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)				1.22992e+07	7.99913e+06	9.65612e+06	9.6146e+06	7.11068e+06	8.45187e+06	9.11208e+06	8.7616e+06	8.62228e+06	8.91554e+06	9.84915e+06	8.56491e+06	205385		25717.5
SPO1932	Beta-ketoacyl synthase family protein				4.81704e+06	6.43574e+06	6.34193e+06	6.21403e+06	8.3423e+06	6.35624e+06	6.33352e+06	6.29832e+06	7.03915e+06	6.07198e+06		6.46258e+06	726879	581112	435513
SPO1933	Invasion associated family protein				3.23353e+06	6.23966e+06	6.74381e+06	7.43372e+06	8.3775e+06	6.83588e+06	6.80908e+06	5.66079e+06	1.00316e+07	5.62852e+06	1.17498e+07	7.55629e+06	2.01937e+06	337829	292802
SPO1934	AAA+ ATPase domain-containing protein				4.35102e+06	5.12863e+06	4.43463e+06	4.55794e+06	3.47659e+06	4.89151e+06	5.25516e+06	5.05843e+06	4.97034e+06	5.14945e+06	3.67211e+06	5.21331e+06		280126	722687
SPO1935	"Branched-chain amino acid ABC transporter, permease protein"				317704	755817	778668	766594		627245	733806	693570		681226		713750			
SPO1936	"Branched-chain amino acid ABC transporter, permease protein"				490954	792068	949608	906276		709304	811279	912284		790533		716208			
SPO1937	"Branched-chain amino acid ABC transporter, ATP-binding protein"				2.82924e+06	2.51806e+06	2.56215e+06	2.61634e+06		2.69487e+06	2.73833e+06	2.75766e+06		2.8068e+06		2.838e+06	4.25712e+06	6.75716e+06	820176
SPO1938	"Branched-chain amino acid ABC transporter, ATP-binding protein"				876460	1.27773e+06	1.31281e+06	1.29404e+06		1.21295e+06	1.31346e+06	1.35147e+06		1.22953e+06		1.29622e+06			
SPO1939	"Branched-chain amino acid ABC transporter, periplasmic substrate-binding protein"				3.54414e+07	2.62021e+07	4.91594e+07	5.62535e+07	2.03178e+08	2.64936e+07	3.22516e+07	2.97003e+07	2.07159e+08	2.98517e+07	2.99747e+08	3.29026e+07	6.67512e+08	7.27174e+08	8.50284e+08
SPO1940	Glucose/Sorbosone dehydrogenase domain-containing protein				788559	574362	850092	837710		548004	461327	424629		472433		539157	4.47968e+06	4.48851e+06	4.99672e+06
SPO1941	"Transcriptional regulator, AraC family"				4.21149e+06	2.21024e+06	3.78213e+06	3.77013e+06		2.50709e+06	2.44682e+06	2.35123e+06		2.43981e+06		2.39189e+06			
SPO1942	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)				1.60603e+07	1.65864e+07	1.71221e+07	1.77704e+07	1.72582e+07	1.6316e+07	1.72616e+07	1.65598e+07	1.69779e+07	1.71689e+07	1.77015e+07	1.66079e+07			
SPO1943	PAS domain-containing protein				302253	275088	343681	345925		268027	385964	389671		368932		285339			
SPO1944	YicC family protein				3.84955e+06	2.88496e+06	4.4522e+06	4.39249e+06	3.88654e+06	2.76334e+06	3.13272e+06	2.87389e+06	5.46637e+06	3.023e+06	2.19695e+06	2.98542e+06			
SPO1945	Guanylate kinase (EC 2.7.4.8) (GMP kinase)				6.75284e+06	3.60905e+06	4.46163e+06	4.57953e+06	2.12398e+06	3.99831e+06	3.71058e+06	3.63546e+06	2.17305e+06	3.49647e+06	2.35019e+06	3.44814e+06			
SPO1946	Bacterial transferase family protein				5.81506e+06	6.6976e+06	6.87683e+06	7.06172e+06	8.12212e+06	7.16294e+06	6.33279e+06	6.18076e+06		5.76504e+06	8.1014e+06	6.97909e+06	3.10523e+07	2.32518e+07	3.45166e+07
SPO1947	histidine kinase (EC 2.7.13.3)				1.85111e+06	1.56215e+06	2.22774e+06	2.11918e+06	4.89693e+07	1.50913e+06	1.64232e+06	1.59825e+06		1.71305e+06		1.48765e+06		1.1584e+08	
SPO1948	"Phosphate ABC transporter, periplasmic phosphate-binding protein"				4.31325e+06	1.39558e+06	4.98293e+06	5.49374e+06	1.03721e+07	1.54353e+06	2.93813e+06	2.69445e+06	9.50298e+06	2.81131e+06	1.62773e+07	1.75461e+06	8.19902e+07	1.95037e+07	3.32707e+07
SPO1949	Phosphate transport system permease protein				2.552e+06	1.59746e+06	2.48234e+06	2.45148e+06		1.38099e+06	1.62734e+06	1.65631e+06		1.62088e+06		1.6085e+06			
SPO1950	Phosphate transport system permease protein PstA				1.79521e+06	1.07819e+06	1.63725e+06	1.62401e+06	3.69155e+07	1.08577e+06	1.06484e+06	988553	3.40905e+07	1.04955e+06		1.15273e+06			
SPO1951	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)				2.80506e+06	2.01595e+06	3.01469e+06	3.17737e+06		1.84938e+06	1.91532e+06	1.83804e+06		1.85503e+06		1.98699e+06			
SPO1952	Phosphate-specific transport system accessory protein PhoU				3.80024e+06	3.27872e+06	5.37211e+06	5.43116e+06		2.93115e+06	3.13976e+06	3.13483e+06	4.17457e+06	3.16563e+06		3.29196e+06			
SPO1953	Phosphate regulon transcriptional regulatory protein PhoB				2.05029e+06	1.49164e+06	2.12927e+06	2.10002e+06	1.66645e+06	1.43405e+06	1.40763e+06	1.50648e+06		1.40844e+06		1.38578e+06			
SPO1954	"Transcriptional regulator, LysR family"				396799	445266	334151	292169		470131	468646	424202		449970		451866			
SPO1955	glutaryl-CoA dehydrogenase (ETF) (EC 1.3.8.6)				3.57531e+06	2.36604e+06	2.91263e+06	2.81022e+06	1.18787e+07	2.56883e+06	2.34905e+07	2.40546e+07	7.90293e+06	2.18785e+07	7.93566e+06	2.39527e+06		468967	
SPO1956	Sulfate permease				87233.7	58795.3	101806	84118.8		43349.4	75796.3	103161		93520.6		59243.7			
SPO1957	"Oxidoreductase, short chain dehydrogenase/reductase family"				5.60892e+06	2.66655e+06	3.13086e+06	3.41804e+06		2.80521e+06	3.2818e+06	2.98778e+06		3.43458e+06	1.21708e+06	2.82117e+06		25286	
SPO1958	Acyl-CoA thioesterase II				744490	751819	657956	648520		731201	730038	777984		727182		710307			
SPO1959	Acetoacetyl-CoA synthase (EC 6.2.1.16)				2.05652e+06	1.59044e+06	1.71193e+06	1.83022e+06		1.53443e+06	1.76015e+06	1.65882e+06		1.67976e+06		1.60782e+06			
SPO1960	Beta-lactamase				1.2812e+06	1.70267e+06	1.48902e+06	1.63958e+06		1.57798e+06	1.25245e+06	1.2363e+06		1.26091e+06		1.51075e+06		584881	
SPO1961	"Transcriptional regulator, IclR family"				399124	498926	494291	544218		424443	536828	487706		504029		441722			
SPO1962	Phosphotransferase family protein				2.63044e+06	2.38605e+06	2.57607e+06	2.50552e+06	2.45084e+06	2.34893e+06	2.778e+06	2.75241e+06	1.93232e+06	2.51708e+06		2.38431e+06			
SPO1963	Phosphoglycerate mutase family protein				437698	967200	524730	475088		922378	1.33698e+06	1.38643e+06		1.46138e+06		935135	279690		
SPO1964	Nitronate monooxygenase domain-containing protein				1.72156e+06	2.4482e+06	1.68377e+06	1.42388e+06		2.44914e+06	2.72601e+06	2.64697e+06		2.43606e+06		2.41984e+06			878807
SPO1965	"Oxidoreductase, short chain dehydrogenase/reductase family"				4.80692e+06	7.40924e+06	5.99092e+06	6.33372e+06		6.73557e+06	8.33512e+06	7.97489e+06		8.17542e+06	1.82067e+07	7.05109e+06			
SPO1966	"Oxidoreductase, short chain dehydrogenase/reductase family"				1.99335e+06	2.61088e+06	1.60086e+06	1.68025e+06		2.51781e+06	3.01388e+06	2.79563e+06	1.94701e+06	2.91531e+06	2.38245e+06	2.52844e+06	366742	58913.8	1.27098e+06
SPO1967	"Acyl-CoA dehydrogenase, putative"				1.19746e+06	1.60886e+06	1.0954e+06	1.15774e+06		1.61981e+06	1.90668e+06	2.01836e+06		1.95794e+06		1.52796e+06			
SPO1968	Acyl-CoA dehydrogenase family protein				600130	1.08071e+06	718913	670854		972998	1.13478e+06	1.08461e+06		1.05948e+06		1.03181e+06			
SPO1969	"Oxidoreductase, zinc-binding dehydrogenase family"				1.67282e+06	1.80913e+06	1.80746e+06	1.72608e+06	2.8619e+06	1.86354e+06	2.19724e+06	2.32256e+06		2.29493e+06		1.95677e+06		4.23052e+06	148785
SPO1970	Phosphoglycerate mutase family protein				3.25185e+06	3.15139e+06	2.99522e+06	3.23047e+06		3.1592e+06	2.46233e+06	2.58547e+06		2.58233e+06		3.05153e+06			
SPO1971	Enoyl-CoA hydratase/isomerase family protein				2.34513e+06	2.28385e+06	2.20306e+06	2.15785e+06		2.45889e+06	2.6078e+06	2.70646e+06		2.70713e+06		2.503e+06	3.36143e+06	4.54949e+07	5.60413e+07
SPO1972	Nodulation protein N				2.24192e+06	2.75103e+06	2.1641e+06	2.06421e+06	8.53047e+06	2.64231e+06	2.65995e+06	2.63135e+06		2.76262e+06	4.21168e+06	2.57445e+06	1.58546e+06		
SPO1973	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)				543478	1.00094e+06	572080	613681		1.08599e+06	829912	781563		870124		972020			
SPO1974	"Autoinducer-binding transcriptional regulator, LuxR family"				749519	640923	1.0194e+06	1.01213e+06		578781	615477	635216		632915		537758			
SPO1975	Elongation factor Ts (EF-Ts)				6.29324e+07	9.0975e+07	6.51854e+07	6.28674e+07	8.62079e+07	9.79175e+07	8.95453e+07	8.95588e+07	9.4137e+07	8.84779e+07	8.60385e+07	1.02102e+08	1.58908e+06	892847	1.83094e+06
SPO1976	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)				1.03228e+08	1.28337e+08	9.8252e+07	9.93476e+07	5.30607e+07	1.34221e+08	1.47701e+08	1.51963e+08	4.40836e+07	1.48561e+08	4.18361e+07	1.34424e+08	1.25362e+06	1.23403e+06	1.83668e+06
SPO1977	Uncharacterized protein				445287	1.37074e+06	602504	577736		1.31641e+06	829891	841098		868804		1.42614e+06			
SPO1978	Uncharacterized protein				965731	2.06525e+06	771806	786826	3.16901e+07	2.07002e+06	1.12597e+06	1.12835e+06		1.13944e+06		2.02692e+06			
SPO1979	"Acyltransferase, putative"				1.2918e+06	1.51243e+06	1.21432e+06	1.26614e+06		1.43932e+06	1.22154e+06	1.11639e+06		1.19216e+06		1.42166e+06			
SPO1980	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)				2.19237e+06	2.60483e+06	2.27322e+06	2.21618e+06	1.81938e+06	2.4587e+06	2.35451e+06	2.25677e+06		2.40684e+06	2.06721e+06	2.43215e+06		287861	219427
SPO1982	DUF3553 domain-containing protein					471725	292650	285626		559789	482528	477859		577315		687573			
SPO1983	Histidine phosphotransferase ChpT C-terminal domain-containing protein				1.08355e+07	3.80254e+06	1.05926e+07	1.09203e+07	6.46614e+06	3.89403e+06	2.96294e+06	2.91729e+06	3.18078e+06	2.88138e+06	4.71219e+06	3.87165e+06			
SPO1984	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)				6.67471e+06	1.01672e+07	6.90534e+06	6.52714e+06	6.62253e+06	9.90709e+06	9.21495e+06	8.9353e+06	6.96824e+06	9.43449e+06	5.74983e+06	9.89265e+06	1.05382e+08	1.14093e+08	77200.4
SPO1985	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)				2.12139e+06	2.2472e+06	2.01887e+06	2.03371e+06		2.21439e+06	2.09102e+06	2.043e+06	1.66878e+07	2.09093e+06	7.70852e+06	2.38201e+06			
SPO1986	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)				5.13544e+06	4.5257e+06	4.33663e+06	4.43273e+06	1.87745e+06	4.62318e+06	4.49514e+06	4.3073e+06		4.42667e+06		4.98707e+06	2.22837e+06	1.41154e+06	1.5593e+06
SPO1987	"Acetyltransferase, GNAT family"				4.07853e+06	4.97427e+06	3.81593e+06	3.92317e+06		5.36643e+06	3.86977e+06	3.84521e+06		3.83422e+06		5.28727e+06			
